,team1,team2,Result,year,outcome,Year.x,Random.x,Season.x,SeasonStart.x,Year.y,Random.y,Season.y,SeasonStart.y,Year,List,T1MinutesPlayed,T2MinutesPlayed,T1FieldGoals,T2FieldGoals,T1FieldGoalAttpt,T2FieldGoalAttpt,T1FieldGoalPct,T2FieldGoalPct,T1FieldGoals2P,T2FieldGoals2P,T1FieldGoalAttpt2P,T2FieldGoalAttpt2P,T1FieldGoals2PPct,T2FieldGoals2PPct,T1FieldGoals3P,T2FieldGoals3P,T1FieldGoalAttpt3P,T2FieldGoalAttpt3P,T1FieldGoals3PPct,T2FieldGoals3PPct,T1FreeThrows,T2FreeThrows,T1FreeThrowAttpt,T2FreeThrowAttpt,T1FreeThrowPct,T2FreeThrowPct,T1GamesPlayed,T2GamesPlayed,T1GamesWon,T2GamesWon,T1GamesLost,T2GamesLost,T1WinLossRatio,T2WinLossRatio,T1PointsScored,T2PointsScored
692,Oklahoma,VCU,W 85-81,2016,1,16,65,2015-16,2015,16,191,2015-16,2015,16,692,7476,7250,1018,1010,2225,2238,0.458,0.451,636,748,1319,1493,0.482,0.501,382,262,906,745,0.422,0.352,530,499,734,721,0.722,0.692,37,36,29,25,8,11,0.784,0.694,2948,2781
693,Virginia,Iowa State,W 84-71,2016,1,16,460,2015-16,2015,16,102,2015-16,2015,16,693,7425,7075,964,1087,1964,2159,0.491,0.503,740,794,1407,1401,0.526,0.567,224,293,557,758,0.402,0.387,474,395,630,563,0.752,0.702,37,35,29,23,8,12,0.784,0.657,2626,2862
694,UNC,Fla. Gulf Coast,W 83-67,2016,1,16,3,2015-16,2015,16,312,2015-16,2015,16,694,8000,7176,1235,1008,2560,2106,0.482,0.479,1011,822,1875,1579,0.539,0.521,224,186,685,527,0.327,0.353,617,501,826,778,0.747,0.644,40,35,33,21,7,14,0.825,0.6,3311,2703
695,Purdue,Little Rock,L 83-85 (2OT),2016,0,16,275,2015-16,2015,16,811,2015-16,2015,16,695,7075,7074,960,886,2042,1958,0.47,0.453,692,620,1311,1265,0.528,0.49,268,266,731,693,0.367,0.384,538,449,723,616,0.744,0.729,35,35,26,30,9,5,0.743,0.857,2726,2487
696,UNC,Syracuse,W 83-66,2016,1,16,3,2015-16,2015,16,545,2015-16,2015,16,696,8000,7475,1235,884,2560,2080,0.482,0.425,1011,569,1875,1204,0.539,0.473,224,315,685,876,0.327,0.36,617,506,826,736,0.747,0.688,40,37,33,23,7,14,0.825,0.622,3311,2589
697,Oklahoma,Cal St Bakersfield,W 82-68,2016,1,16,65,2015-16,2015,16,1111,2015-16,2015,16,697,7476,6650,1018,875,2225,1939,0.458,0.451,636,696,1319,1415,0.482,0.492,382,179,906,524,0.422,0.342,530,476,734,726,0.722,0.656,37,33,29,24,8,9,0.784,0.727,2948,2405
698,Gonzaga,Utah,W 82-59,2016,1,16,117,2015-16,2015,16,197,2015-16,2015,16,698,7225,7301,1011,977,2081,2000,0.486,0.489,730,704,1343,1254,0.544,0.561,281,273,738,746,0.381,0.366,537,551,708,764,0.758,0.721,36,36,28,27,8,9,0.778,0.75,2840,2778
699,Oregon,Duke,W 82-68,2016,1,16,49,2015-16,2015,16,70,2015-16,2015,16,699,7626,7250,1041,983,2230,2136,0.467,0.46,781,655,1472,1285,0.531,0.51,260,328,758,851,0.343,0.385,648,626,906,866,0.715,0.723,38,36,31,25,7,11,0.816,0.694,2990,2920
700,Iona,Iowa State,L 81-94,2016,0,16,452,2015-16,2015,16,102,2015-16,2015,16,700,6625,7075,919,1087,2011,2159,0.457,0.503,592,794,1127,1401,0.525,0.567,327,293,884,758,0.37,0.387,463,395,651,563,0.711,0.702,33,35,22,23,11,12,0.667,0.657,2628,2862
701,Virginia,Hampton,W 81-45,2016,1,16,460,2015-16,2015,16,1253,2015-16,2015,16,701,7425,6525,964,810,1964,1967,0.491,0.412,740,604,1407,1289,0.526,0.469,224,206,557,678,0.402,0.304,474,537,630,815,0.752,0.659,37,32,29,21,8,11,0.784,0.656,2626,2363
702,Michigan State,Middle Tenn.,L 81-90,2016,0,16,171,2015-16,2015,16,674,2015-16,2015,16,702,7050,7025,1009,909,2078,2025,0.486,0.449,688,630,1339,1309,0.514,0.481,321,279,739,716,0.434,0.39,454,442,623,718,0.729,0.616,35,35,29,25,6,10,0.829,0.714,2793,2539
703,VCU,Oklahoma,L 81-85,2016,0,16,191,2015-16,2015,16,65,2015-16,2015,16,703,7250,7476,1010,1018,2238,2225,0.451,0.458,748,636,1493,1319,0.501,0.482,262,382,745,906,0.352,0.422,499,530,721,734,0.692,0.722,36,37,25,29,11,8,0.694,0.784,2781,2948
704,Utah,Fresno State,W 80-69,2016,1,16,197,2015-16,2015,16,445,2015-16,2015,16,704,7301,7100,977,926,2000,2126,0.489,0.436,704,707,1254,1488,0.561,0.475,273,219,746,638,0.366,0.343,551,559,764,805,0.721,0.694,36,35,27,25,9,10,0.75,0.714,2778,2630
705,Oklahoma,Oregon,W 80-68,2016,1,16,65,2015-16,2015,16,49,2015-16,2015,16,705,7476,7626,1018,1041,2225,2230,0.458,0.467,636,781,1319,1472,0.482,0.531,382,260,906,758,0.422,0.343,530,648,734,906,0.722,0.715,37,38,29,31,8,7,0.784,0.816,2948,2990
706,Yale,Baylor,W 79-75,2016,1,16,1760,2015-16,2015,16,470,2015-16,2015,16,706,6025,6876,795,933,1693,2003,0.47,0.466,605,723,1170,1431,0.517,0.505,190,210,523,572,0.363,0.367,468,545,699,752,0.67,0.725,30,34,23,22,7,12,0.767,0.647,2248,2621
707,Austin Peay,Kansas,L 79-105,2016,0,16,245,2015-16,2015,16,21,2015-16,2015,16,707,7300,7700,945,1092,2049,2207,0.461,0.495,722,788,1404,1479,0.514,0.533,223,304,645,728,0.346,0.418,627,601,936,843,0.67,0.713,36,38,18,33,18,5,0.5,0.868,2740,3089
708,Miami (FL),Buffalo,W 79-72,2016,1,16,436,2015-16,2015,16,297,2015-16,2015,16,708,7026,7050,907,915,1895,2096,0.479,0.437,666,652,1252,1320,0.532,0.494,241,263,643,776,0.375,0.339,578,616,772,867,0.749,0.71,35,35,27,20,8,15,0.771,0.571,2633,2709
709,Maryland,S Dakota St.,W 79-74,2016,1,16,277,2015-16,2015,16,538,2015-16,2015,16,709,7225,6800,943,877,1941,1950,0.486,0.45,676,622,1202,1235,0.562,0.504,267,255,739,715,0.361,0.357,572,582,745,783,0.768,0.743,36,34,27,26,9,8,0.75,0.765,2725,2591
710,Kansas,Maryland,W 79-63,2016,1,16,21,2015-16,2015,16,277,2015-16,2015,16,710,7700,7225,1092,943,2207,1941,0.495,0.486,788,676,1479,1202,0.533,0.562,304,267,728,739,0.418,0.361,601,572,843,745,0.713,0.768,38,36,33,27,5,9,0.868,0.75,3089,2725
711,St. Joseph's,Cincinnati,W 78-76,2016,1,16,192,2015-16,2015,16,1058,2015-16,2015,16,711,7225,6775,976,851,2153,1980,0.453,0.43,725,599,1386,1255,0.523,0.477,251,252,767,725,0.327,0.348,577,464,806,658,0.716,0.705,36,33,28,22,8,11,0.778,0.667,2780,2418
712,Iowa State,Little Rock,W 78-61,2016,1,16,102,2015-16,2015,16,811,2015-16,2015,16,712,7075,7074,1087,886,2159,1958,0.503,0.453,794,620,1401,1265,0.567,0.49,293,266,758,693,0.387,0.384,395,449,563,616,0.702,0.729,35,35,23,30,12,5,0.657,0.857,2862,2487
713,Hawaii,California,W 77-66,2016,1,16,473,2015-16,2015,16,662,2015-16,2015,16,713,6825,6875,893,890,1946,1931,0.459,0.461,656,654,1209,1280,0.543,0.511,237,236,737,651,0.322,0.363,597,529,873,806,0.684,0.656,34,34,28,23,6,11,0.824,0.676,2620,2545
714,Virginia,Butler,W 77-69,2016,1,16,460,2015-16,2015,16,425,2015-16,2015,16,714,7425,6625,964,918,1964,1969,0.491,0.466,740,682,1407,1368,0.526,0.499,224,236,557,601,0.402,0.393,474,566,630,774,0.752,0.731,37,33,29,22,8,11,0.784,0.667,2626,2638
715,Oklahoma,Texas A&M,W 77-63,2016,1,16,65,2015-16,2015,16,135,2015-16,2015,16,715,7476,7500,1018,991,2225,2208,0.458,0.449,636,710,1319,1384,0.482,0.513,382,281,906,824,0.422,0.341,530,565,734,841,0.722,0.672,37,37,29,28,8,9,0.784,0.757,2948,2828
716,Villanova,UNC,W 77-74,2016,1,16,12,2015-16,2015,16,3,2015-16,2015,16,716,8025,8000,1086,1235,2247,2560,0.483,0.482,739,1011,1288,1875,0.574,0.539,347,224,959,685,0.362,0.327,599,617,766,826,0.782,0.747,40,40,35,33,5,7,0.875,0.825,3118,3311
717,Cincinnati,St. Joseph's,L 76-78,2016,0,16,1058,2015-16,2015,16,192,2015-16,2015,16,717,6775,7225,851,976,1980,2153,0.43,0.453,599,725,1255,1386,0.477,0.523,252,251,725,767,0.348,0.327,464,577,658,806,0.705,0.716,33,36,22,28,11,8,0.667,0.778,2418,2780
718,Notre Dame,Stephen F. Austin,W 76-75,2016,1,16,310,2015-16,2015,16,267,2015-16,2015,16,718,7225,6799,972,972,2042,2032,0.476,0.478,710,703,1342,1291,0.529,0.545,262,269,700,741,0.374,0.363,498,515,671,701,0.742,0.735,36,34,24,28,12,6,0.667,0.824,2704,2728
719,Baylor,Yale,L 75-79,2016,0,16,470,2015-16,2015,16,1760,2015-16,2015,16,719,6876,6025,933,795,2003,1693,0.466,0.47,723,605,1431,1170,0.505,0.517,210,190,572,523,0.367,0.363,545,468,752,699,0.725,0.67,34,30,22,23,12,7,0.647,0.767,2621,2248
720,VCU,Oregon State,W 75-67,2016,1,16,191,2015-16,2015,16,1504,2015-16,2015,16,720,7250,6399,1010,811,2238,1843,0.451,0.44,748,593,1493,1256,0.501,0.472,262,218,745,587,0.352,0.371,499,461,721,687,0.692,0.671,36,32,25,19,11,13,0.694,0.594,2781,2301
721,Northern Iowa,Texas,W 75-72,2016,1,16,861,2015-16,2015,16,1291,2015-16,2015,16,721,7275,6650,849,814,1864,1884,0.455,0.432,551,582,1068,1203,0.516,0.484,298,232,796,681,0.374,0.341,479,495,633,743,0.757,0.666,36,33,23,20,13,13,0.639,0.606,2475,2355
722,Stephen F. Austin,Notre Dame,L 75-76,2016,0,16,267,2015-16,2015,16,310,2015-16,2015,16,722,6799,7225,972,972,2032,2042,0.478,0.476,703,710,1291,1342,0.545,0.529,269,262,741,700,0.363,0.374,515,498,701,671,0.735,0.742,34,36,28,24,6,12,0.824,0.667,2728,2704
723,Syracuse,Middle Tenn.,W 75-50,2016,1,16,545,2015-16,2015,16,674,2015-16,2015,16,723,7475,7025,884,909,2080,2025,0.425,0.449,569,630,1204,1309,0.473,0.481,315,279,876,716,0.36,0.39,506,442,736,718,0.688,0.616,37,35,23,25,14,10,0.622,0.714,2589,2539
724,UConn,Colorado,W 74-67,2016,1,16,441,2015-16,2015,16,577,2015-16,2015,16,724,7302,6850,944,865,2078,2029,0.454,0.426,689,613,1379,1382,0.5,0.444,255,252,699,647,0.365,0.389,488,594,615,808,0.793,0.735,36,34,25,22,11,12,0.694,0.647,2631,2576
725,Chattanooga,Indiana,L 74-99,2016,0,16,398,2015-16,2015,16,83,2015-16,2015,16,725,7050,7025,897,1021,1963,2034,0.457,0.502,635,676,1234,1203,0.515,0.562,262,345,729,831,0.359,0.415,596,504,811,688,0.735,0.733,35,35,29,27,6,8,0.829,0.771,2652,2891
726,S Dakota St.,Maryland,L 74-79,2016,0,16,538,2015-16,2015,16,277,2015-16,2015,16,726,6800,7225,877,943,1950,1941,0.45,0.486,622,676,1235,1202,0.504,0.562,255,267,715,739,0.357,0.361,582,572,783,745,0.743,0.768,34,36,26,27,8,9,0.765,0.75,2591,2725
727,Notre Dame,UNC,L 74-88,2016,0,16,310,2015-16,2015,16,3,2015-16,2015,16,727,7225,8000,972,1235,2042,2560,0.476,0.482,710,1011,1342,1875,0.529,0.539,262,224,700,685,0.374,0.327,498,617,671,826,0.742,0.747,36,40,24,33,12,7,0.667,0.825,2704,3311
728,UNC,Villanova,L 74-77,2016,0,16,3,2015-16,2015,16,12,2015-16,2015,16,728,8000,8025,1235,1086,2560,2247,0.482,0.483,1011,739,1875,1288,0.539,0.574,224,347,685,959,0.327,0.362,617,599,826,766,0.747,0.782,40,40,33,35,7,5,0.825,0.875,3311,3118
729,Kansas,UConn,W 73-61,2016,1,16,21,2015-16,2015,16,441,2015-16,2015,16,729,7700,7302,1092,944,2207,2078,0.495,0.454,788,689,1479,1379,0.533,0.5,304,255,728,699,0.418,0.365,601,488,843,615,0.713,0.793,38,36,33,25,5,11,0.868,0.694,3089,2631
730,Indiana,Kentucky,W 73-67,2016,1,16,83,2015-16,2015,16,103,2015-16,2015,16,730,7025,7275,1021,1028,2034,2149,0.502,0.478,676,784,1203,1483,0.562,0.529,345,244,831,666,0.415,0.366,504,561,688,813,0.733,0.69,35,36,27,27,8,9,0.771,0.75,2891,2861
731,Maryland,Hawaii,W 73-60,2016,1,16,277,2015-16,2015,16,473,2015-16,2015,16,731,7225,6825,943,893,1941,1946,0.486,0.459,676,656,1202,1209,0.562,0.543,267,237,739,737,0.361,0.322,572,597,745,873,0.768,0.684,36,34,27,28,9,6,0.75,0.824,2725,2620
732,Buffalo,Miami (FL),L 72-79,2016,0,16,297,2015-16,2015,16,436,2015-16,2015,16,732,7050,7026,915,907,2096,1895,0.437,0.479,652,666,1320,1252,0.494,0.532,263,241,776,643,0.339,0.375,616,578,867,772,0.71,0.749,35,35,20,27,15,8,0.571,0.771,2709,2633
733,Iowa,Temple,W 72-70 (OT),2016,1,16,616,2015-16,2015,16,1670,2015-16,2015,16,733,6650,6724,906,822,2027,2021,0.447,0.407,637,567,1308,1264,0.487,0.449,269,255,719,757,0.374,0.337,480,368,669,538,0.717,0.684,33,33,22,21,11,12,0.667,0.636,2561,2267
734,Texas,Northern Iowa,L 72-75,2016,0,16,1291,2015-16,2015,16,861,2015-16,2015,16,734,6650,7275,814,849,1884,1864,0.432,0.455,582,551,1203,1068,0.484,0.516,232,298,681,796,0.341,0.374,495,479,743,633,0.666,0.757,33,36,20,23,13,13,0.606,0.639,2355,2475
735,Butler,Texas Tech,W 71-61,2016,1,16,425,2015-16,2015,16,1488,2015-16,2015,16,735,6625,6475,918,785,1969,1754,0.466,0.448,682,600,1368,1220,0.499,0.492,236,185,601,534,0.393,0.346,566,550,774,741,0.731,0.742,33,32,22,19,11,13,0.667,0.594,2638,2305
736,Xavier,Weber State,W 71-53,2016,1,16,251,2015-16,2015,16,382,2015-16,2015,16,736,6800,7100,928,908,2054,1885,0.452,0.482,673,617,1352,1100,0.498,0.561,255,291,702,785,0.363,0.371,626,555,857,821,0.73,0.676,34,35,28,26,6,9,0.824,0.743,2737,2662
737,Duke,Yale,W 71-64,2016,1,16,70,2015-16,2015,16,1760,2015-16,2015,16,737,7250,6025,983,795,2136,1693,0.46,0.47,655,605,1285,1170,0.51,0.517,328,190,851,523,0.385,0.363,626,468,866,699,0.723,0.67,36,30,25,23,11,7,0.694,0.767,2920,2248
738,Iowa State,Virginia,L 71-84,2016,0,16,102,2015-16,2015,16,460,2015-16,2015,16,738,7075,7425,1087,964,2159,1964,0.503,0.491,794,740,1401,1407,0.567,0.526,293,224,758,557,0.387,0.402,395,474,563,630,0.702,0.752,35,37,23,29,12,8,0.657,0.784,2862,2626
739,Wichita State,Vanderbilt,W 70-50,2016,1,16,682,2015-16,2015,16,756,2015-16,2015,16,739,7050,6649,867,857,2023,1879,0.429,0.456,617,584,1252,1165,0.493,0.501,250,273,771,714,0.324,0.382,551,519,768,747,0.717,0.695,35,33,26,19,9,14,0.743,0.576,2535,2506
740,Providence,USC,W 70-69,2016,1,16,573,2015-16,2015,16,250,2015-16,2015,16,740,7075,6900,881,982,2093,2138,0.421,0.459,632,716,1317,1450,0.48,0.494,249,266,776,688,0.321,0.387,566,507,781,750,0.725,0.676,35,34,24,21,11,13,0.686,0.618,2577,2737
741,Syracuse,Dayton,W 70-51,2016,1,16,545,2015-16,2015,16,1148,2015-16,2015,16,741,7475,6675,884,836,2080,1836,0.425,0.455,569,615,1204,1193,0.473,0.516,315,221,876,643,0.36,0.344,506,500,736,749,0.688,0.668,37,33,23,25,14,8,0.622,0.758,2589,2393
742,Temple,Iowa,L 70-72 (OT),2016,0,16,1670,2015-16,2015,16,616,2015-16,2015,16,742,6724,6650,822,906,2021,2027,0.407,0.447,567,637,1264,1308,0.449,0.487,255,269,757,719,0.337,0.374,368,480,538,669,0.684,0.717,33,33,21,22,12,11,0.636,0.667,2267,2561
743,Notre Dame,Michigan,W 70-63,2016,1,16,310,2015-16,2015,16,391,2015-16,2015,16,743,7225,7225,972,947,2042,2048,0.476,0.462,710,605,1342,1147,0.529,0.527,262,342,700,901,0.374,0.38,498,420,671,569,0.742,0.738,36,36,24,23,12,13,0.667,0.639,2704,2656
744,Stephen F. Austin,West Virginia,W 70-56,2016,1,16,267,2015-16,2015,16,235,2015-16,2015,16,744,6799,7050,972,943,2032,2102,0.478,0.449,703,734,1291,1459,0.545,0.503,269,209,741,643,0.363,0.325,515,654,701,972,0.735,0.673,34,35,28,26,6,9,0.824,0.743,2728,2749
745,USC,Providence,L 69-70,2016,0,16,250,2015-16,2015,16,573,2015-16,2015,16,745,6900,7075,982,881,2138,2093,0.459,0.421,716,632,1450,1317,0.494,0.48,266,249,688,776,0.387,0.321,507,566,750,781,0.676,0.725,34,35,21,24,13,11,0.618,0.686,2737,2577
746,Fresno State,Utah,L 69-80,2016,0,16,445,2015-16,2015,16,197,2015-16,2015,16,746,7100,7301,926,977,2126,2000,0.436,0.489,707,704,1488,1254,0.475,0.561,219,273,638,746,0.343,0.366,559,551,805,764,0.694,0.721,35,36,25,27,10,9,0.714,0.75,2630,2778
747,Butler,Virginia,L 69-77,2016,0,16,425,2015-16,2015,16,460,2015-16,2015,16,747,6625,7425,918,964,1969,1964,0.466,0.491,682,740,1368,1407,0.499,0.526,236,224,601,557,0.393,0.402,566,474,774,630,0.731,0.752,33,37,22,29,11,8,0.667,0.784,2638,2626
748,Oregon,St. Joseph's,W 69-64,2016,1,16,49,2015-16,2015,16,192,2015-16,2015,16,748,7626,7225,1041,976,2230,2153,0.467,0.453,781,725,1472,1386,0.531,0.523,260,251,758,767,0.343,0.327,648,577,906,806,0.715,0.716,38,36,31,28,7,8,0.816,0.778,2990,2780
749,Miami (FL),Villanova,L 69-92,2016,0,16,436,2015-16,2015,16,12,2015-16,2015,16,749,7026,8025,907,1086,1895,2247,0.479,0.483,666,739,1252,1288,0.532,0.574,241,347,643,959,0.375,0.362,578,599,772,766,0.749,0.782,35,40,27,35,8,5,0.771,0.875,2633,3118
750,Gonzaga,Seton Hall,W 68-52,2016,1,16,117,2015-16,2015,16,713,2015-16,2015,16,750,7225,6825,1011,892,2081,1999,0.486,0.446,730,686,1343,1405,0.544,0.488,281,206,738,594,0.381,0.347,537,532,708,808,0.758,0.658,36,34,28,25,8,9,0.778,0.735,2840,2522
751,Cal St Bakersfield,Oklahoma,L 68-82,2016,0,16,1111,2015-16,2015,16,65,2015-16,2015,16,751,6650,7476,875,1018,1939,2225,0.451,0.458,696,636,1415,1319,0.492,0.482,179,382,524,906,0.342,0.422,476,530,726,734,0.656,0.722,33,37,24,29,9,8,0.727,0.784,2405,2948
752,Iowa,Villanova,L 68-87,2016,0,16,616,2015-16,2015,16,12,2015-16,2015,16,752,6650,8025,906,1086,2027,2247,0.447,0.483,637,739,1308,1288,0.487,0.574,269,347,719,959,0.374,0.362,480,599,669,766,0.717,0.782,33,40,22,35,11,5,0.667,0.875,2561,3118
753,Duke,Oregon,L 68-82,2016,0,16,70,2015-16,2015,16,49,2015-16,2015,16,753,7250,7626,983,1041,2136,2230,0.46,0.467,655,781,1285,1472,0.51,0.531,328,260,851,758,0.385,0.343,626,648,866,906,0.723,0.715,36,38,25,31,11,7,0.694,0.816,2920,2990
754,Oregon,Oklahoma,L 68-80,2016,0,16,49,2015-16,2015,16,65,2015-16,2015,16,754,7626,7476,1041,1018,2230,2225,0.467,0.458,781,636,1472,1319,0.531,0.482,260,382,758,906,0.343,0.422,648,530,906,734,0.715,0.722,38,37,31,29,7,8,0.816,0.784,2990,2948
755,Syracuse,Virginia,W 68-62,2016,1,16,545,2015-16,2015,16,460,2015-16,2015,16,755,7475,7425,884,964,2080,1964,0.425,0.491,569,740,1204,1407,0.473,0.526,315,224,876,557,0.36,0.402,506,474,736,630,0.688,0.752,37,37,23,29,14,8,0.622,0.784,2589,2626
756,Michigan,Tulsa,W 67-62,2016,1,16,391,2015-16,2015,16,1285,2015-16,2015,16,756,7225,6450,947,821,2048,1849,0.462,0.444,605,602,1147,1178,0.527,0.511,342,219,901,671,0.38,0.326,420,495,569,731,0.738,0.677,36,32,23,20,13,12,0.639,0.625,2656,2356
757,Colorado,UConn,L 67-74,2016,0,16,577,2015-16,2015,16,441,2015-16,2015,16,757,6850,7302,865,944,2029,2078,0.426,0.454,613,689,1382,1379,0.444,0.5,252,255,647,699,0.389,0.365,594,488,808,615,0.735,0.793,34,36,22,25,12,11,0.647,0.694,2576,2631
758,Fla. Gulf Coast,UNC,L 67-83,2016,0,16,312,2015-16,2015,16,3,2015-16,2015,16,758,7176,8000,1008,1235,2106,2560,0.479,0.482,822,1011,1579,1875,0.521,0.539,186,224,527,685,0.353,0.327,501,617,778,826,0.644,0.747,35,40,21,33,14,7,0.6,0.825,2703,3311
759,Oregon State,VCU,L 67-75,2016,0,16,1504,2015-16,2015,16,191,2015-16,2015,16,759,6399,7250,811,1010,1843,2238,0.44,0.451,593,748,1256,1493,0.472,0.501,218,262,587,745,0.371,0.352,461,499,687,721,0.671,0.692,32,36,19,25,13,11,0.594,0.694,2301,2781
760,Kentucky,Indiana,L 67-73,2016,0,16,103,2015-16,2015,16,83,2015-16,2015,16,760,7275,7025,1028,1021,2149,2034,0.478,0.502,784,676,1483,1203,0.529,0.562,244,345,666,831,0.366,0.415,561,504,813,688,0.69,0.733,36,35,27,27,9,8,0.75,0.771,2861,2891
761,California,Hawaii,L 66-77,2016,0,16,662,2015-16,2015,16,473,2015-16,2015,16,761,6875,6825,890,893,1931,1946,0.461,0.459,654,656,1280,1209,0.511,0.543,236,237,651,737,0.363,0.322,529,597,806,873,0.656,0.684,34,34,23,28,11,6,0.676,0.824,2545,2620
762,Providence,UNC,L 66-85,2016,0,16,573,2015-16,2015,16,3,2015-16,2015,16,762,7075,8000,881,1235,2093,2560,0.421,0.482,632,1011,1317,1875,0.48,0.539,249,224,776,685,0.321,0.327,566,617,781,826,0.725,0.747,35,40,24,33,11,7,0.686,0.825,2577,3311
763,Wisconsin,Xavier,W 66-63,2016,1,16,1213,2015-16,2015,16,251,2015-16,2015,16,763,7050,6800,816,928,1917,2054,0.426,0.452,587,673,1261,1352,0.466,0.498,229,255,656,702,0.349,0.363,512,626,728,857,0.703,0.73,35,34,22,28,13,6,0.629,0.824,2373,2737
764,Syracuse,UNC,L 66-83,2016,0,16,545,2015-16,2015,16,3,2015-16,2015,16,764,7475,8000,884,1235,2080,2560,0.425,0.482,569,1011,1204,1875,0.473,0.539,315,224,876,685,0.36,0.327,506,617,736,826,0.688,0.747,37,40,23,33,14,7,0.622,0.825,2589,3311
765,Fairl. Dickinson,Fla. Gulf Coast,L 65-96,2016,0,16,629,2015-16,2015,16,312,2015-16,2015,16,765,6675,7176,929,1008,2029,2106,0.458,0.479,691,822,1372,1579,0.504,0.521,238,186,657,527,0.362,0.353,462,501,663,778,0.697,0.644,33,35,18,21,15,14,0.545,0.6,2558,2703
766,Wichita State,Arizona,W 65-55,2016,1,16,682,2015-16,2015,16,255,2015-16,2015,16,766,7050,6950,867,946,2023,1970,0.429,0.48,617,725,1252,1390,0.493,0.522,250,221,771,580,0.324,0.381,551,622,768,863,0.717,0.721,35,34,26,25,9,9,0.743,0.735,2535,2735
767,Green Bay,Texas A&M,L 65-92,2016,0,16,38,2015-16,2015,16,135,2015-16,2015,16,767,7275,7500,1048,991,2350,2208,0.446,0.449,793,710,1620,1384,0.49,0.513,255,281,730,824,0.349,0.341,662,565,1007,841,0.657,0.672,36,37,23,28,13,9,0.639,0.757,3013,2828
768,Miami (FL),Wichita State,W 65-57,2016,1,16,436,2015-16,2015,16,682,2015-16,2015,16,768,7026,7050,907,867,1895,2023,0.479,0.429,666,617,1252,1252,0.532,0.493,241,250,643,771,0.375,0.324,578,551,772,768,0.749,0.717,35,35,27,26,8,9,0.771,0.743,2633,2535
769,Yale,Duke,L 64-71,2016,0,16,1760,2015-16,2015,16,70,2015-16,2015,16,769,6025,7250,795,983,1693,2136,0.47,0.46,605,655,1170,1285,0.517,0.51,190,328,523,851,0.363,0.385,468,626,699,866,0.67,0.723,30,36,23,25,7,11,0.767,0.694,2248,2920
770,St. Joseph's,Oregon,L 64-69,2016,0,16,192,2015-16,2015,16,49,2015-16,2015,16,770,7225,7626,976,1041,2153,2230,0.453,0.467,725,781,1386,1472,0.523,0.531,251,260,767,758,0.327,0.343,577,648,806,906,0.716,0.715,36,38,28,31,8,7,0.778,0.816,2780,2990
771,Villanova,Kansas,W 64-59,2016,1,16,12,2015-16,2015,16,21,2015-16,2015,16,771,8025,7700,1086,1092,2247,2207,0.483,0.495,739,788,1288,1479,0.574,0.533,347,304,959,728,0.362,0.418,599,601,766,843,0.782,0.713,40,38,35,33,5,5,0.875,0.868,3118,3089
772,Michigan,Notre Dame,L 63-70,2016,0,16,391,2015-16,2015,16,310,2015-16,2015,16,772,7225,7225,947,972,2048,2042,0.462,0.476,605,710,1147,1342,0.527,0.529,342,262,901,700,0.38,0.374,420,498,569,671,0.738,0.742,36,36,23,24,13,12,0.639,0.667,2656,2704
773,Xavier,Wisconsin,L 63-66,2016,0,16,251,2015-16,2015,16,1213,2015-16,2015,16,773,6800,7050,928,816,2054,1917,0.452,0.426,673,587,1352,1261,0.498,0.466,255,229,702,656,0.363,0.349,626,512,857,728,0.73,0.703,34,35,28,22,6,13,0.824,0.629,2737,2373
774,Maryland,Kansas,L 63-79,2016,0,16,277,2015-16,2015,16,21,2015-16,2015,16,774,7225,7700,943,1092,1941,2207,0.486,0.495,676,788,1202,1479,0.562,0.533,267,304,739,728,0.361,0.418,572,601,745,843,0.768,0.713,36,38,27,33,9,5,0.75,0.868,2725,3089
775,Texas A&M,Oklahoma,L 63-77,2016,0,16,135,2015-16,2015,16,65,2015-16,2015,16,775,7500,7476,991,1018,2208,2225,0.449,0.458,710,636,1384,1319,0.513,0.482,281,382,824,906,0.341,0.422,565,530,841,734,0.672,0.722,37,37,28,29,9,8,0.757,0.784,2828,2948
776,Syracuse,Gonzaga,W 63-60,2016,1,16,545,2015-16,2015,16,117,2015-16,2015,16,776,7475,7225,884,1011,2080,2081,0.425,0.486,569,730,1204,1343,0.473,0.544,315,281,876,738,0.36,0.381,506,537,736,708,0.688,0.758,37,36,23,28,14,8,0.622,0.778,2589,2840
777,Tulsa,Michigan,L 62-67,2016,0,16,1285,2015-16,2015,16,391,2015-16,2015,16,777,6450,7225,821,947,1849,2048,0.444,0.462,602,605,1178,1147,0.511,0.527,219,342,671,901,0.326,0.38,495,420,731,569,0.677,0.738,32,36,20,23,12,13,0.625,0.639,2356,2656
778,Virginia,Syracuse,L 62-68,2016,0,16,460,2015-16,2015,16,545,2015-16,2015,16,778,7425,7475,964,884,1964,2080,0.491,0.425,740,569,1407,1204,0.526,0.473,224,315,557,876,0.402,0.36,474,506,630,736,0.752,0.688,37,37,29,23,8,14,0.784,0.622,2626,2589
779,Texas Tech,Butler,L 61-71,2016,0,16,1488,2015-16,2015,16,425,2015-16,2015,16,779,6475,6625,785,918,1754,1969,0.448,0.466,600,682,1220,1368,0.492,0.499,185,236,534,601,0.346,0.393,550,566,741,774,0.742,0.731,32,33,19,22,13,11,0.594,0.667,2305,2638
