"team1","Schl","Result","year","outcome","Year.x","Random.x","Season.x","G.x","W.x","L.x","W.L..x","MP.x","FG.x","FGA.x","FG..x","X2P.x","X2PA.x","X2P..x","X3P.x","X3PA.x","X3P..x","FT.x","FTA.x","FT..x","PTS.x","SeasonStart.x","Year.y","Random.y","Season.y","G.y","W.y","L.y","W.L..y","MP.y","FG.y","FGA.y","FG..y","X2P.y","X2PA.y","X2P..y","X3P.y","X3PA.y","X3P..y","FT.y","FTA.y","FT..y","PTS.y","SeasonStart.y","Year"
"Arizona State","Syracuse","L 56-60",2018,0,18,414,"2017-18","32","20","12","0.625","6431","888","1920","0.463","600","1127","0.532","288","793","0.363","581","793","0.733","2645","2017",18,890,"2017-18","37","23","14","0.622","7500","832","1995","0.417","624","1340","0.466","208","655","0.318","594","807","0.736","2466","2017",18
"Syracuse","Michigan State","W 55-53",2018,1,18,890,"2017-18","37","23","14","0.622","7500","832","1995","0.417","624","1340","0.466","208","655","0.318","594","807","0.736","2466","2017",18,161,"2017-18","35","30","5","0.857","7025","991","1996","0.496","701","1271","0.552","290","725","0.4","535","716","0.747","2807","2017",18
"Missouri","Florida State","L 54-67",2018,0,18,1135,"2017-18","33","20","13","0.606","6651","794","1765","0.45","488","966","0.505","306","799","0.383","505","688","0.734","2399","2017",18,162,"2017-18","35","23","12","0.657","7099","994","2125","0.468","721","1344","0.536","273","781","0.35","543","786","0.691","2806","2017",18
"Virginia","UMBC","L 54-74",2018,0,18,1582,"2017-18","34","31","3","0.912","6825","848","1844","0.46","601","1199","0.501","247","645","0.383","340","451","0.754","2283","2017",18,446,"2017-18","36","25","11","0.694","7200","926","2088","0.443","562","1148","0.49","364","940","0.387","414","641","0.646","2630","2017",18
"Florida State","Michigan","L 54-58",2018,0,18,162,"2017-18","35","23","12","0.657","7099","994","2125","0.468","721","1344","0.536","273","781","0.35","543","786","0.691","2806","2017",18,34,"2017-18","41","33","8","0.805","8275","1092","2335","0.468","731","1324","0.552","361","1011","0.357","474","717","0.661","3019","2017",18
"Georgia State","Cincinnati","L 53-68",2018,0,18,493,"2017-18","35","24","11","0.686","7075","937","2033","0.461","614","1194","0.514","323","839","0.385","417","615","0.678","2614","2017",18,367,"2017-18","36","31","5","0.861","7200","944","2100","0.45","682","1358","0.502","262","742","0.353","523","756","0.692","2673","2017",18
"Michigan State","Syracuse","L 53-55",2018,0,18,161,"2017-18","35","30","5","0.857","7025","991","1996","0.496","701","1271","0.552","290","725","0.4","535","716","0.747","2807","2017",18,890,"2017-18","37","23","14","0.622","7500","832","1995","0.417","624","1340","0.466","208","655","0.318","594","807","0.736","2466","2017",18
"Auburn","Clemson","L 53-84",2018,0,18,183,"2017-18","34","26","8","0.765","6800","906","2102","0.431","582","1194","0.487","324","908","0.357","647","836","0.774","2783","2017",18,556,"2017-18","35","25","10","0.714","7051","899","1971","0.456","611","1185","0.516","288","786","0.366","498","660","0.755","2584","2017",18
"TCU","Syracuse","L 52-57",2018,0,18,301,"2017-18","33","21","12","0.636","6725","979","1973","0.496","705","1279","0.551","274","694","0.395","476","674","0.706","2708","2017",18,890,"2017-18","37","23","14","0.622","7500","832","1995","0.417","624","1340","0.466","208","655","0.318","594","807","0.736","2466","2017",18
"Kansas State","UMBC","W 50-43",2018,1,18,448,"2017-18","37","25","12","0.676","7425","937","2025","0.463","683","1280","0.534","254","745","0.341","502","684","0.734","2630","2017",18,446,"2017-18","36","25","11","0.694","7200","926","2088","0.443","562","1148","0.49","364","940","0.387","414","641","0.646","2630","2017",18
"Cal St Fullerton","Purdue","L 48-74",2018,0,18,1438,"2017-18","32","20","12","0.625","6450","804","1721","0.467","637","1221","0.522","167","500","0.334","543","745","0.729","2318","2017",18,55,"2017-18","37","30","7","0.811","7425","1033","2097","0.493","680","1257","0.541","353","840","0.42","555","747","0.743","2974","2017",18
"Wright State","Tennessee","L 47-73",2018,0,18,780,"2017-18","35","25","10","0.714","7050","873","2019","0.432","636","1316","0.483","237","703","0.337","517","723","0.715","2500","2017",18,557,"2017-18","35","26","9","0.743","7048","885","2012","0.44","612","1294","0.473","273","718","0.38","541","715","0.757","2584","2017",18
"Montana","Michigan","L 47-61",2018,0,18,461,"2017-18","34","26","8","0.765","6900","944","2021","0.467","758","1472","0.515","186","549","0.339","551","780","0.706","2625","2017",18,34,"2017-18","41","33","8","0.805","8275","1092","2335","0.468","731","1324","0.552","361","1011","0.357","474","717","0.661","3019","2017",18
"N.C. Central","Texas Southern","L 46-64",2018,0,18,717,"2017-18","35","19","16","0.543","7024","949","2060","0.461","737","1420","0.519","212","640","0.331","410","597","0.687","2520","2017",18,179,"2017-18","36","16","20","0.444","7251","925","2111","0.438","645","1330","0.485","280","781","0.359","657","906","0.725","2787","2017",18
"UMBC","Kansas State","L 43-50",2018,0,18,446,"2017-18","36","25","11","0.694","7200","926","2088","0.443","562","1148","0.49","364","940","0.387","414","641","0.646","2630","2017",18,448,"2017-18","37","25","12","0.676","7425","937","2025","0.463","683","1280","0.534","254","745","0.341","502","684","0.734","2630","2017",18
"Purdue","Tennessee","W 99-94 (OT)",2019,1,19,223,"2018-19","36","26","10","0.722","7298","967","2145","0.451","602","1168","0.515","365","977","0.374","461","641","0.719","2760","2018",19,30,"2018-19","37","31","6","0.838","7525","1106","2231","0.496","844","1517","0.556","262","714","0.367","561","744","0.754","3035","2018",19
"Auburn","UNC","W 97-80",2019,1,19,8,"2018-19","40","30","10","0.75","8075","1097","2439","0.45","643","1235","0.521","454","1204","0.377","540","760","0.711","3188","2018",19,22,"2018-19","36","29","7","0.806","7225","1118","2410","0.464","806","1548","0.521","312","862","0.362","541","728","0.743","3089","2018",19
"Oklahoma","Ole Miss","W 95-72",2019,1,19,1046,"2018-19","34","20","14","0.588","6824","883","1975","0.447","657","1321","0.497","226","654","0.346","431","618","0.697","2423","2018",19,821,"2018-19","33","20","13","0.606","6625","876","1906","0.46","604","1146","0.527","272","760","0.358","461","589","0.783","2485","2018",19
"Tennessee","Purdue","L 94-99 (OT)",2019,0,19,30,"2018-19","37","31","6","0.838","7525","1106","2231","0.496","844","1517","0.556","262","714","0.367","561","744","0.754","3035","2018",19,223,"2018-19","36","26","10","0.722","7298","967","2145","0.451","602","1168","0.515","365","977","0.374","461","641","0.719","2760","2018",19
"Buffalo","Arizona State","W 91-74",2019,1,19,29,"2018-19","36","32","4","0.889","7225","1083","2344","0.462","739","1322","0.559","344","1022","0.337","527","767","0.687","3037","2018",19,426,"2018-19","34","23","11","0.676","6900","899","2012","0.447","659","1298","0.508","240","714","0.336","600","882","0.68","2638","2018",19
"Florida State","Murray State","W 90-62",2019,1,19,208,"2018-19","37","29","8","0.784","7500","960","2171","0.442","688","1352","0.509","272","819","0.332","579","778","0.744","2771","2018",19,273,"2018-19","33","28","5","0.848","6600","988","2007","0.492","730","1276","0.572","258","731","0.353","493","673","0.733","2727","2018",19
"Auburn","Kansas","W 89-75",2019,1,19,8,"2018-19","40","30","10","0.75","8075","1097","2439","0.45","643","1235","0.521","454","1204","0.377","540","760","0.711","3188","2018",19,278,"2018-19","36","26","10","0.722","7275","989","2128","0.465","729","1385","0.526","260","743","0.35","487","691","0.705","2725","2018",19
"UNC","Iona","W 88-73",2019,1,19,22,"2018-19","36","29","7","0.806","7225","1118","2410","0.464","806","1548","0.521","312","862","0.362","541","728","0.743","3089","2018",19,694,"2018-19","33","17","16","0.515","6600","857","1897","0.452","560","1052","0.532","297","845","0.351","521","699","0.745","2532","2018",19
"Kansas","Northeastern","W 87-53",2019,1,19,278,"2018-19","36","26","10","0.722","7275","989","2128","0.465","729","1385","0.526","260","743","0.35","487","691","0.705","2725","2018",19,606,"2018-19","34","23","11","0.676","6925","880","1848","0.476","552","990","0.558","328","858","0.382","476","634","0.751","2564","2018",19
"Gonzaga","Fairl. Dickinson","W 87-49",2019,1,19,4,"2018-19","37","33","4","0.892","7399","1177","2239","0.526","890","1449","0.614","287","790","0.363","602","791","0.761","3243","2018",19,478,"2018-19","35","21","14","0.6","7100","921","1939","0.475","652","1267","0.515","269","672","0.4","509","702","0.725","2620","2018",19
"Purdue","Villanova","W 87-61",2019,1,19,223,"2018-19","36","26","10","0.722","7298","967","2145","0.451","602","1168","0.515","365","977","0.374","461","641","0.719","2760","2018",19,395,"2018-19","36","26","10","0.722","7270","884","2019","0.438","504","938","0.537","380","1081","0.352","506","695","0.728","2654","2018",19
"Minnesota","Louisville","W 86-76",2019,1,19,667,"2018-19","36","22","14","0.611","7220","887","2039","0.435","696","1436","0.485","191","603","0.317","578","848","0.682","2543","2018",19,681,"2018-19","34","20","14","0.588","6900","854","1967","0.434","560","1107","0.506","294","860","0.342","534","687","0.777","2536","2018",19
"Duke","North Dakota St.","W 85-62",2019,1,19,10,"2018-19","38","32","6","0.842","7624","1157","2418","0.478","879","1515","0.58","278","903","0.308","551","803","0.686","3143","2018",19,639,"2018-19","35","19","16","0.543","7045","874","1926","0.454","542","1016","0.533","332","910","0.365","476","613","0.777","2556","2018",19
"Virginia","Texas Tech","W 85-77 (OT)",2019,1,19,291,"2018-19","38","35","3","0.921","7674","974","2056","0.474","653","1243","0.525","321","813","0.395","445","598","0.744","2714","2018",19,213,"2018-19","38","31","7","0.816","7652","990","2110","0.469","713","1351","0.528","277","759","0.365","508","694","0.732","2765","2018",19
"Wofford","Seton Hall","W 84-68",2019,1,19,87,"2018-19","35","30","5","0.857","7050","1044","2132","0.49","659","1203","0.548","385","929","0.414","406","577","0.704","2879","2018",19,750,"2018-19","34","20","14","0.588","6875","888","2021","0.439","648","1280","0.506","240","741","0.324","492","697","0.706","2508","2018",19
"Houston","Georgia State","W 84-55",2019,1,19,180,"2018-19","37","33","4","0.892","7401","982","2203","0.446","649","1264","0.513","333","939","0.355","490","697","0.703","2787","2018",19,519,"2018-19","34","24","10","0.706","6800","903","1968","0.459","573","1109","0.517","330","859","0.384","462","694","0.666","2598","2018",19
"Murray State","Marquette","W 83-64",2019,1,19,273,"2018-19","33","28","5","0.848","6600","988","2007","0.492","730","1276","0.572","258","731","0.353","493","673","0.733","2727","2018",19,450,"2018-19","34","24","10","0.706","6870","893","1969","0.454","574","1147","0.5","319","822","0.388","524","692","0.757","2629","2018",19
"Gonzaga","Baylor","W 83-71",2019,1,19,4,"2018-19","37","33","4","0.892","7399","1177","2239","0.526","890","1449","0.614","287","790","0.363","602","791","0.761","3243","2018",19,975,"2018-19","34","20","14","0.588","6825","869","1966","0.442","595","1163","0.512","274","803","0.341","430","635","0.677","2442","2018",19
"Tennessee","Iowa","W 83-77 (OT)",2019,1,19,30,"2018-19","37","31","6","0.838","7525","1106","2231","0.496","844","1517","0.556","262","714","0.367","561","744","0.754","3035","2018",19,247,"2018-19","35","23","12","0.657","7075","914","2006","0.456","629","1224","0.514","285","782","0.364","627","849","0.739","2740","2018",19
"Fairl. Dickinson","Prairie View","W 82-76",2019,1,19,478,"2018-19","35","21","14","0.6","7100","921","1939","0.475","652","1267","0.515","269","672","0.4","509","702","0.725","2620","2018",19,458,"2018-19","35","22","13","0.629","7000","903","2061","0.438","678","1358","0.499","225","703","0.32","596","875","0.681","2627","2018",19
"Belmont","Temple","W 81-70",2019,1,19,97,"2018-19","33","27","6","0.818","6650","1042","2094","0.498","699","1172","0.596","343","922","0.372","441","598","0.737","2868","2018",19,895,"2018-19","33","23","10","0.697","6700","873","1998","0.437","626","1250","0.501","247","748","0.33","472","649","0.727","2465","2018",19
"UNC","Washington","W 81-59",2019,1,19,22,"2018-19","36","29","7","0.806","7225","1118","2410","0.464","806","1548","0.521","312","862","0.362","541","728","0.743","3089","2018",19,743,"2018-19","36","27","9","0.75","7225","883","1956","0.451","610","1176","0.519","273","780","0.35","472","679","0.695","2511","2018",19
"Liberty","Miss. St.","W 80-76",2019,1,19,396,"2018-19","36","29","7","0.806","7200","963","1977","0.487","641","1104","0.581","322","873","0.369","406","524","0.775","2654","2018",19,456,"2018-19","34","23","11","0.676","6850","936","1982","0.472","644","1208","0.533","292","774","0.377","464","647","0.717","2628","2018",19
"Michigan State","LSU","W 80-63",2019,1,19,32,"2018-19","39","32","7","0.821","7852","1071","2230","0.48","752","1386","0.543","319","844","0.378","564","749","0.753","3025","2018",19,152,"2018-19","35","28","7","0.8","7176","988","2162","0.457","752","1422","0.529","236","740","0.319","603","802","0.752","2815","2018",19
"UNC","Auburn","L 80-97",2019,0,19,22,"2018-19","36","29","7","0.806","7225","1118","2410","0.464","806","1548","0.521","312","862","0.362","541","728","0.743","3089","2018",19,8,"2018-19","40","30","10","0.75","8075","1097","2439","0.45","643","1235","0.521","454","1204","0.377","540","760","0.711","3188","2018",19
"Virginia","Purdue","W 80-75 (OT)",2019,1,19,291,"2018-19","38","35","3","0.921","7674","974","2056","0.474","653","1243","0.525","321","813","0.395","445","598","0.744","2714","2018",19,223,"2018-19","36","26","10","0.722","7298","967","2145","0.451","602","1168","0.515","365","977","0.374","461","641","0.719","2760","2018",19
"LSU","Yale","W 79-74",2019,1,19,152,"2018-19","35","28","7","0.8","7176","988","2162","0.457","752","1422","0.529","236","740","0.319","603","802","0.752","2815","2018",19,1026,"2018-19","30","22","8","0.733","6075","893","1812","0.493","663","1178","0.563","230","634","0.363","411","557","0.738","2427","2018",19
"Maryland","Belmont","W 79-77",2019,1,19,1017,"2018-19","34","23","11","0.676","6797","858","1909","0.449","611","1202","0.508","247","707","0.349","466","627","0.743","2429","2018",19,97,"2018-19","33","27","6","0.818","6650","1042","2094","0.498","699","1172","0.596","343","922","0.372","441","598","0.737","2868","2018",19
"Kentucky","Abilene Christ.","W 79-44",2019,1,19,163,"2018-19","37","30","7","0.811","7451","978","2050","0.477","763","1443","0.529","215","607","0.354","635","859","0.739","2806","2018",19,774,"2018-19","34","27","7","0.794","6850","897","1911","0.469","646","1251","0.516","251","660","0.38","457","642","0.712","2502","2018",19
"Iowa","Cincinnati","W 79-72",2019,1,19,247,"2018-19","35","23","12","0.657","7075","914","2006","0.456","629","1224","0.514","285","782","0.364","627","849","0.739","2740","2018",19,746,"2018-19","35","28","7","0.8","7050","872","2018","0.432","640","1345","0.476","232","673","0.345","534","758","0.704","2510","2018",19
"North Dakota St.","N.C. Central","W 78-74",2019,1,19,639,"2018-19","35","19","16","0.543","7045","874","1926","0.454","542","1016","0.533","332","910","0.365","476","613","0.777","2556","2018",19,1019,"2018-19","34","18","16","0.529","6825","874","1922","0.455","653","1229","0.531","221","693","0.319","460","641","0.718","2429","2018",19
"Auburn","New Mexico St.","W 78-77",2019,1,19,8,"2018-19","40","30","10","0.75","8075","1097","2439","0.45","643","1235","0.521","454","1204","0.377","540","760","0.711","3188","2018",19,256,"2018-19","35","30","5","0.857","7019","962","2092","0.46","636","1115","0.57","326","977","0.334","484","714","0.678","2734","2018",19
"Baylor","Syracuse","W 78-69",2019,1,19,975,"2018-19","34","20","14","0.588","6825","869","1966","0.442","595","1163","0.512","274","803","0.341","430","635","0.677","2442","2018",19,1229,"2018-19","34","20","14","0.588","6824","808","1907","0.424","534","1083","0.493","274","824","0.333","480","701","0.685","2370","2018",19
"Washington","Utah State","W 78-61",2019,1,19,743,"2018-19","36","27","9","0.75","7225","883","1956","0.451","610","1176","0.519","273","780","0.35","472","679","0.695","2511","2018",19,233,"2018-19","35","28","7","0.8","7050","959","2038","0.471","685","1266","0.541","274","772","0.355","559","747","0.748","2753","2018",19
